,Date Time,Open,High,Low,Close,Volume
0,2021-06-16 15:40:00,2459.7,2460.0,2456.4,2457.3,2599699.1315
1,2021-06-16 15:45:00,2457.3,2457.6,2446.3,2449.5,4920286.4487
2,2021-06-16 15:50:00,2449.5,2454.6,2446.6,2452.0,5390612.4285
3,2021-06-16 15:55:00,2452.0,2458.0,2451.0,2457.5,3455597.8316
4,2021-06-16 16:00:00,2457.5,2458.3,2444.2,2454.4,6750239.1533
5,2021-06-16 16:05:00,2454.4,2454.4,2449.1,2450.9,2077324.6362
6,2021-06-16 16:10:00,2450.9,2454.9,2450.1,2454.9,1663328.3925
7,2021-06-16 16:15:00,2454.9,2457.1,2448.4,2448.5,2957899.7474
8,2021-06-16 16:20:00,2448.5,2448.7,2442.8,2445.5,5465350.8233
9,2021-06-16 16:25:00,2445.5,2447.1,2443.0,2444.3,3291119.3747
10,2021-06-16 16:30:00,2444.3,2452.2,2444.3,2450.7,2581003.6801
11,2021-06-16 16:35:00,2450.7,2453.1,2448.8,2450.4,3063085.7117
12,2021-06-16 16:40:00,2450.4,2451.9,2448.0,2449.4,2495521.2557
13,2021-06-16 16:45:00,2449.4,2450.5,2442.3,2442.3,3117598.7513
14,2021-06-16 16:50:00,2442.5,2446.1,2417.3,2422.8,16677987.6888
15,2021-06-16 16:55:00,2422.8,2425.6,2415.3,2423.6,12011454.2966
16,2021-06-16 17:00:00,2423.6,2429.4,2419.2,2427.5,8270258.7374
17,2021-06-16 17:05:00,2427.5,2428.3,2420.9,2422.6,3009415.4028
18,2021-06-16 17:10:00,2422.6,2422.6,2405.2,2409.5,13731009.2907
19,2021-06-16 17:15:00,2409.5,2415.9,2407.7,2414.4,7418096.6938
20,2021-06-16 17:20:00,2414.4,2417.6,2413.8,2415.2,2898474.4752
21,2021-06-16 17:25:00,2415.2,2416.0,2410.4,2413.1,2603534.7734
22,2021-06-16 17:30:00,2413.0,2420.3,2411.8,2418.7,8221661.5885
23,2021-06-16 17:35:00,2418.7,2423.7,2416.9,2417.3,4056726.8454
24,2021-06-16 17:40:00,2417.3,2419.2,2413.8,2415.1,4975548.771
25,2021-06-16 17:45:00,2415.1,2420.7,2410.9,2410.9,3658674.9096
26,2021-06-16 17:50:00,2410.9,2417.4,2410.9,2417.2,3397712.6593
27,2021-06-16 17:55:00,2417.2,2419.1,2412.9,2416.3,2594870.0594
28,2021-06-16 18:00:00,2416.3,2432.3,2407.8,2431.0,20873108.3461
29,2021-06-16 18:05:00,2431.0,2444.4,2424.8,2443.9,17174400.0877
30,2021-06-16 18:10:00,2443.9,2444.0,2435.2,2440.2,7733976.3184
31,2021-06-16 18:15:00,2440.2,2444.1,2437.1,2437.5,5532703.666
32,2021-06-16 18:20:00,2437.5,2438.6,2429.2,2430.6,6039611.5344
33,2021-06-16 18:25:00,2430.6,2430.6,2421.6,2424.6,5166611.7655
34,2021-06-16 18:30:00,2424.6,2431.4,2423.0,2424.5,3885547.1512
35,2021-06-16 18:35:00,2424.5,2427.6,2417.3,2419.8,4000841.8254
36,2021-06-16 18:40:00,2419.8,2419.9,2415.1,2419.4,6423621.938
37,2021-06-16 18:45:00,2419.4,2420.5,2406.0,2406.0,8819826.7961
38,2021-06-16 18:50:00,2406.0,2409.2,2385.6,2393.4,24910699.411
39,2021-06-16 18:55:00,2393.4,2397.4,2389.0,2394.2,8739987.2372
40,2021-06-16 19:00:00,2394.2,2394.2,2378.9,2381.1,17090540.2254
41,2021-06-16 19:05:00,2381.1,2394.1,2380.3,2388.4,8667277.7708
42,2021-06-16 19:10:00,2388.4,2407.3,2388.1,2406.7,16958001.1619
43,2021-06-16 19:15:00,2406.7,2407.8,2393.1,2393.1,6842063.5923
44,2021-06-16 19:20:00,2393.1,2402.1,2393.1,2399.0,4774485.2773
45,2021-06-16 19:25:00,2399.0,2404.4,2397.9,2403.0,2526602.3142
46,2021-06-16 19:30:00,2403.0,2410.5,2402.8,2408.8,7852228.0194
47,2021-06-16 19:35:00,2408.8,2424.0,2408.5,2417.4,12184665.0705
48,2021-06-16 19:40:00,2417.4,2417.4,2411.1,2416.3,8407677.4607
49,2021-06-16 19:45:00,2416.3,2416.3,2410.0,2412.9,3261822.6693
50,2021-06-16 19:50:00,2412.9,2422.1,2411.2,2413.7,2147413.7215
51,2021-06-16 19:55:00,2413.7,2429.9,2411.3,2425.2,4449351.4636
52,2021-06-16 20:00:00,2425.2,2458.0,2393.3,2440.3,57066352.5388
53,2021-06-16 20:05:00,2440.3,2454.3,2425.2,2435.8,24304481.4227
54,2021-06-16 20:10:00,2435.8,2435.8,2366.6,2412.8,70596796.5364
55,2021-06-16 20:15:00,2412.8,2412.8,2392.7,2400.7,15031366.7559
56,2021-06-16 20:20:00,2400.7,2404.3,2385.0,2399.0,12708966.6679
57,2021-06-16 20:25:00,2399.0,2401.4,2395.0,2398.4,4197608.7954
58,2021-06-16 20:30:00,2398.4,2406.4,2393.5,2403.0,12795900.7924
59,2021-06-16 20:35:00,2403.0,2405.1,2391.3,2404.9,5904256.9713
60,2021-06-16 20:40:00,2404.7,2405.7,2396.8,2397.8,5029582.9898
61,2021-06-16 20:45:00,2397.8,2411.5,2396.0,2410.6,10806238.9979
62,2021-06-16 20:50:00,2410.6,2416.4,2405.1,2416.3,4381033.0859
63,2021-06-16 20:55:00,2416.3,2417.8,2409.2,2416.8,8687596.4317
64,2021-06-16 21:00:00,2416.8,2426.4,2412.9,2420.4,12904376.2713
65,2021-06-16 21:05:00,2420.4,2423.3,2419.1,2423.3,3199958.5104
66,2021-06-16 21:10:00,2423.3,2428.6,2419.9,2425.4,4638296.7787
67,2021-06-16 21:15:00,2425.4,2428.2,2423.3,2426.5,3959203.1293
68,2021-06-16 21:20:00,2426.5,2427.4,2426.1,2427.1,554804.6624
69,2021-06-16 21:25:00,2427.1,2427.1,2427.1,2427.1,0.0
70,2021-06-16 21:30:00,2427.1,2427.1,2427.1,2427.1,0.0
71,2021-06-16 21:35:00,2427.1,2427.1,2427.1,2427.1,0.0
72,2021-06-16 21:40:00,2427.1,2427.1,2427.1,2427.1,0.0
73,2021-06-16 21:45:00,2427.1,2427.1,2427.1,2427.1,0.0
74,2021-06-16 21:50:00,2427.1,2427.1,2427.1,2427.1,0.0
75,2021-06-16 21:55:00,2427.1,2427.1,2427.1,2427.1,0.0
76,2021-06-16 22:00:00,2427.1,2427.1,2427.1,2427.1,0.0
77,2021-06-16 22:05:00,2427.1,2427.1,2427.1,2427.1,0.0
78,2021-06-16 22:10:00,2427.1,2427.2,2398.6,2413.2,22341416.0817
79,2021-06-16 22:15:00,2413.2,2420.7,2406.1,2406.4,10029619.4307
80,2021-06-16 22:20:00,2406.4,2408.5,2401.7,2404.4,5256040.3157
81,2021-06-16 22:25:00,2404.4,2409.3,2400.2,2405.2,3808495.9319
82,2021-06-16 22:30:00,2405.2,2408.7,2401.5,2403.4,2407557.6666
83,2021-06-16 22:35:00,2403.4,2404.6,2394.2,2397.2,6482033.0065
84,2021-06-16 22:40:00,2397.2,2405.6,2397.2,2402.2,1842580.773
85,2021-06-16 22:45:00,2402.2,2408.2,2400.1,2403.9,3328468.9766
86,2021-06-16 22:50:00,2403.9,2408.8,2402.9,2405.0,2438759.6601
87,2021-06-16 22:55:00,2405.0,2406.4,2396.5,2398.2,3406996.9872
88,2021-06-16 23:00:00,2398.2,2401.1,2394.1,2399.3,5246955.5841
89,2021-06-16 23:05:00,2399.3,2400.1,2392.3,2397.1,2971342.9867
90,2021-06-16 23:10:00,2397.1,2401.5,2393.6,2393.9,4198642.6732
91,2021-06-16 23:15:00,2394.0,2403.5,2393.0,2401.9,3504394.9373
92,2021-06-16 23:20:00,2401.9,2407.6,2401.9,2403.4,2029002.9539
93,2021-06-16 23:25:00,2403.4,2409.4,2402.4,2407.6,3278782.1515
94,2021-06-16 23:30:00,2407.6,2409.2,2407.2,2409.2,970004.3413
95,2021-06-16 23:35:00,2409.2,2412.1,2409.2,2410.1,2560875.3569
96,2021-06-16 23:40:00,2410.1,2411.6,2404.6,2406.0,3867436.8472
97,2021-06-16 23:45:00,2406.0,2409.2,2406.0,2408.7,782374.8333
98,2021-06-16 23:50:00,2408.7,2418.5,2406.7,2417.0,5973846.6442
99,2021-06-16 23:55:00,2417.0,2417.0,2409.8,2412.1,2071135.1911
100,2021-06-17 00:00:00,2412.1,2415.2,2408.9,2412.4,2552750.8304
101,2021-06-17 00:05:00,2412.4,2417.3,2409.0,2415.0,4147454.0133
102,2021-06-17 00:10:00,2415.0,2416.1,2406.9,2408.1,2298632.6146
103,2021-06-17 00:15:00,2408.1,2408.2,2399.9,2402.3,4581414.0132
104,2021-06-17 00:20:00,2402.3,2407.1,2402.1,2404.8,1640519.033
105,2021-06-17 00:25:00,2404.8,2408.3,2394.9,2397.4,4640339.7311
106,2021-06-17 00:30:00,2397.3,2400.0,2391.3,2397.2,3400398.0703
107,2021-06-17 00:35:00,2397.2,2397.4,2387.5,2389.7,2005523.7544
108,2021-06-17 00:40:00,2389.7,2391.9,2383.5,2385.6,3971113.9296
109,2021-06-17 00:45:00,2385.6,2393.8,2383.7,2389.9,2438554.1663
110,2021-06-17 00:50:00,2389.9,2390.0,2382.8,2386.5,2139302.0255
111,2021-06-17 00:55:00,2386.5,2390.7,2383.1,2386.1,2574023.3124
112,2021-06-17 01:00:00,2386.1,2386.6,2359.7,2367.2,22838827.2475
113,2021-06-17 01:05:00,2367.2,2372.7,2365.2,2365.2,4319853.0074
114,2021-06-17 01:10:00,2365.2,2367.0,2353.8,2360.0,19573802.0615
115,2021-06-17 01:15:00,2360.0,2362.1,2349.7,2361.2,14113938.9527
116,2021-06-17 01:20:00,2361.2,2364.9,2348.8,2355.1,5915684.6832
117,2021-06-17 01:25:00,2355.1,2357.3,2350.2,2354.1,1777410.4035
118,2021-06-17 01:30:00,2354.1,2357.4,2348.0,2351.2,4000288.4583
119,2021-06-17 01:35:00,2351.2,2361.1,2350.1,2359.4,3910763.7963
120,2021-06-17 01:40:00,2359.4,2360.5,2355.1,2355.2,2659955.3724
121,2021-06-17 01:45:00,2355.2,2361.5,2354.8,2361.0,1975423.0418
122,2021-06-17 01:50:00,2361.0,2362.7,2357.7,2359.1,3709060.4902
123,2021-06-17 01:55:00,2359.1,2367.5,2357.4,2365.8,7789753.7347
124,2021-06-17 02:00:00,2365.8,2371.1,2355.0,2362.6,59704338.3384
125,2021-06-17 02:05:00,2362.6,2381.9,2362.2,2380.7,17368798.2126
126,2021-06-17 02:10:00,2380.7,2385.2,2378.7,2383.4,7349718.1586
127,2021-06-17 02:15:00,2383.3,2387.5,2377.0,2379.4,7245655.1015
128,2021-06-17 02:20:00,2379.4,2388.3,2374.5,2385.4,5504039.5204
129,2021-06-17 02:25:00,2385.4,2391.2,2382.2,2390.1,6494746.2204
130,2021-06-17 02:30:00,2390.1,2400.0,2389.8,2394.7,9881202.5363
131,2021-06-17 02:35:00,2394.6,2394.6,2390.0,2391.1,2748754.215
132,2021-06-17 02:40:00,2391.1,2399.8,2390.1,2397.5,3569086.0519
133,2021-06-17 02:45:00,2397.5,2397.5,2390.3,2393.5,2030108.4701
134,2021-06-17 02:50:00,2393.5,2394.6,2389.7,2392.4,3544477.6989
135,2021-06-17 02:55:00,2392.4,2396.2,2391.6,2394.9,1143020.4002
136,2021-06-17 03:00:00,2394.9,2400.0,2389.1,2389.5,2697100.9181
137,2021-06-17 03:05:00,2389.5,2399.5,2389.2,2397.9,1809052.4464
138,2021-06-17 03:10:00,2397.9,2406.9,2397.9,2405.1,4779717.5658
139,2021-06-17 03:15:00,2405.1,2410.0,2398.7,2400.8,8568491.1562
140,2021-06-17 03:20:00,2400.8,2404.5,2399.0,2401.4,2229181.5783
141,2021-06-17 03:25:00,2401.4,2405.0,2400.5,2400.5,1960418.8189
142,2021-06-17 03:30:00,2400.5,2406.1,2400.5,2405.4,1607358.0196
143,2021-06-17 03:35:00,2405.4,2407.1,2402.7,2403.6,2087335.9522
144,2021-06-17 03:40:00,2403.6,2403.8,2400.1,2403.0,1556817.2035
145,2021-06-17 03:45:00,2403.0,2409.2,2402.5,2408.9,4165778.9703
146,2021-06-17 03:50:00,2408.9,2411.8,2404.5,2404.9,3494226.052
147,2021-06-17 03:55:00,2404.9,2413.3,2403.8,2412.4,2565136.6645
148,2021-06-17 04:00:00,2412.4,2416.1,2405.3,2405.6,2794222.8068
149,2021-06-17 04:05:00,2405.6,2415.2,2405.5,2415.2,2157058.3155
150,2021-06-17 04:10:00,2415.2,2420.0,2414.3,2418.9,3869731.9096
151,2021-06-17 04:15:00,2418.9,2420.0,2414.5,2414.7,2377750.5152
152,2021-06-17 04:20:00,2414.7,2427.0,2414.7,2424.4,3642986.7975
153,2021-06-17 04:25:00,2424.4,2426.5,2420.3,2424.4,2816013.9598
154,2021-06-17 04:30:00,2424.4,2428.8,2421.5,2422.9,2756033.4264
155,2021-06-17 04:35:00,2422.9,2422.9,2418.8,2420.8,2392619.4327
156,2021-06-17 04:40:00,2420.8,2424.3,2420.5,2421.8,1641085.0655
157,2021-06-17 04:45:00,2421.7,2422.0,2415.2,2419.1,2220551.9444
158,2021-06-17 04:50:00,2419.1,2420.0,2416.6,2417.8,2179825.6112
159,2021-06-17 04:55:00,2417.8,2421.2,2415.1,2416.5,1840177.0066
160,2021-06-17 05:00:00,2416.5,2432.6,2416.4,2430.6,11043388.9751
161,2021-06-17 05:05:00,2430.6,2434.2,2425.2,2427.6,5403795.4708
162,2021-06-17 05:10:00,2427.5,2433.8,2427.0,2429.5,2250519.9022
163,2021-06-17 05:15:00,2429.5,2434.7,2427.0,2428.9,3053771.3314
164,2021-06-17 05:20:00,2428.9,2437.1,2426.9,2432.8,3814765.0483
165,2021-06-17 05:25:00,2432.8,2432.8,2429.8,2431.6,1069210.9496
166,2021-06-17 05:30:00,2431.6,2438.7,2430.4,2431.4,2641040.8405
167,2021-06-17 05:35:00,2431.4,2436.8,2431.4,2433.5,2062110.45
168,2021-06-17 05:40:00,2433.5,2433.9,2431.8,2433.4,942627.4018
169,2021-06-17 05:45:00,2433.4,2435.3,2429.4,2429.9,2574529.8806
170,2021-06-17 05:50:00,2429.9,2431.2,2426.7,2426.9,2454647.6083
171,2021-06-17 05:55:00,2426.9,2433.6,2426.9,2432.2,3049951.1179
172,2021-06-17 06:00:00,2432.2,2437.8,2429.4,2435.5,3071838.9902
173,2021-06-17 06:05:00,2435.5,2441.5,2435.5,2438.5,7922664.1409
174,2021-06-17 06:10:00,2438.5,2441.1,2434.2,2435.7,2760930.7385
175,2021-06-17 06:15:00,2435.7,2438.3,2434.0,2435.0,1346112.7132
176,2021-06-17 06:20:00,2435.0,2438.2,2434.6,2435.5,1514730.3211
177,2021-06-17 06:25:00,2435.5,2437.8,2433.5,2433.5,1565241.084
178,2021-06-17 06:30:00,2433.4,2437.2,2432.9,2437.2,1826292.3921
179,2021-06-17 06:35:00,2437.2,2440.5,2430.2,2431.0,3698583.6656
180,2021-06-17 06:40:00,2431.0,2431.0,2420.0,2422.4,7550206.9964
181,2021-06-17 06:45:00,2422.4,2425.0,2420.5,2423.1,3668293.617
182,2021-06-17 06:50:00,2423.1,2427.3,2421.4,2423.6,1374562.1126
183,2021-06-17 06:55:00,2423.6,2426.1,2423.0,2424.7,1834390.39
184,2021-06-17 07:00:00,2424.7,2430.5,2418.0,2420.4,4153318.1439
185,2021-06-17 07:05:00,2420.4,2421.3,2410.8,2415.0,8036999.6505
186,2021-06-17 07:10:00,2415.0,2421.4,2414.6,2418.7,2270790.5178
187,2021-06-17 07:15:00,2418.7,2423.4,2414.1,2414.2,2239619.7354
188,2021-06-17 07:20:00,2414.2,2418.1,2414.2,2416.0,1185520.694
189,2021-06-17 07:25:00,2416.0,2421.0,2416.0,2419.1,1540819.4038
190,2021-06-17 07:30:00,2419.1,2424.8,2419.1,2422.3,1534287.0067
191,2021-06-17 07:35:00,2422.3,2425.1,2419.9,2420.2,1384120.401
192,2021-06-17 07:40:00,2420.2,2420.2,2415.5,2419.0,2455223.4054
193,2021-06-17 07:45:00,2419.0,2423.2,2417.4,2422.0,1209990.766
194,2021-06-17 07:50:00,2422.0,2423.6,2418.9,2420.0,2184886.3314
195,2021-06-17 07:55:00,2420.0,2420.7,2413.4,2413.7,2997726.6479
196,2021-06-17 08:00:00,2413.7,2419.5,2413.7,2419.1,1891877.8329
197,2021-06-17 08:05:00,2419.1,2422.3,2419.1,2420.2,2061425.528
198,2021-06-17 08:10:00,2420.2,2421.3,2419.1,2421.1,3708599.1102
199,2021-06-17 08:15:00,2421.1,2421.3,2416.4,2418.2,754166.7008
200,2021-06-17 08:20:00,2418.2,2428.1,2418.2,2426.0,2828359.5758
201,2021-06-17 08:25:00,2426.0,2439.8,2426.0,2436.0,9123501.8397
202,2021-06-17 08:30:00,2436.0,2438.5,2430.3,2431.4,3018776.4301
203,2021-06-17 08:35:00,2431.4,2437.4,2431.4,2433.5,1890272.882
204,2021-06-17 08:40:00,2433.5,2442.3,2433.5,2440.7,3093642.6281
205,2021-06-17 08:45:00,2440.7,2441.0,2437.1,2439.2,3681517.3889
206,2021-06-17 08:50:00,2439.2,2448.9,2439.2,2446.9,7953335.9495
207,2021-06-17 08:55:00,2446.9,2447.3,2444.2,2445.1,2223151.1295
208,2021-06-17 09:00:00,2445.1,2448.3,2442.1,2444.5,3895686.2152
209,2021-06-17 09:05:00,2444.5,2460.0,2442.9,2455.7,17734787.3413
210,2021-06-17 09:10:00,2455.7,2455.9,2451.5,2451.8,3539197.6175
211,2021-06-17 09:15:00,2451.8,2452.0,2445.1,2448.4,5153460.3811
212,2021-06-17 09:20:00,2448.4,2451.6,2447.3,2449.7,4661839.28
213,2021-06-17 09:25:00,2449.7,2456.9,2449.7,2453.0,4586513.0351
214,2021-06-17 09:30:00,2453.0,2455.7,2452.2,2453.3,2740191.5532
215,2021-06-17 09:35:00,2453.3,2455.7,2449.8,2451.7,3528085.2555
216,2021-06-17 09:40:00,2451.7,2455.0,2450.7,2455.0,1722636.5475
217,2021-06-17 09:45:00,2455.0,2455.1,2445.5,2445.9,4378850.553
218,2021-06-17 09:50:00,2445.9,2447.3,2439.9,2442.9,9929076.3834
219,2021-06-17 09:55:00,2442.9,2445.0,2439.1,2439.8,2721430.7738
220,2021-06-17 10:00:00,2439.8,2448.4,2439.8,2442.0,5336518.9142
221,2021-06-17 10:05:00,2442.0,2443.5,2435.0,2436.5,6063949.0711
222,2021-06-17 10:10:00,2436.5,2441.9,2436.5,2439.9,2747160.2705
223,2021-06-17 10:15:00,2439.9,2444.7,2439.7,2440.0,2735334.2548
224,2021-06-17 10:20:00,2440.0,2447.3,2437.7,2444.7,2473163.2293
225,2021-06-17 10:25:00,2444.7,2445.4,2440.9,2442.5,3205695.8277
226,2021-06-17 10:30:00,2442.5,2454.4,2442.5,2448.3,5071653.4121
227,2021-06-17 10:35:00,2448.3,2450.6,2445.8,2447.0,1551312.0836
228,2021-06-17 10:40:00,2447.0,2447.1,2440.0,2441.6,3562970.8384
229,2021-06-17 10:45:00,2441.6,2442.9,2425.5,2430.5,14737182.7828
230,2021-06-17 10:50:00,2430.5,2431.8,2428.4,2429.7,4920491.4039
231,2021-06-17 10:55:00,2429.7,2439.9,2429.7,2438.3,4593581.458
232,2021-06-17 11:00:00,2438.3,2445.7,2438.3,2438.9,4505122.0276
233,2021-06-17 11:05:00,2438.9,2441.7,2438.1,2438.9,1519383.3436
234,2021-06-17 11:10:00,2438.9,2440.1,2434.5,2437.1,3461983.72
235,2021-06-17 11:15:00,2437.1,2437.4,2429.5,2432.2,2700516.995
236,2021-06-17 11:20:00,2432.2,2432.7,2428.0,2431.9,1766498.2018
237,2021-06-17 11:25:00,2431.9,2438.1,2429.9,2435.1,3373583.5225
238,2021-06-17 11:30:00,2435.1,2441.0,2435.1,2439.3,3168488.423
239,2021-06-17 11:35:00,2439.3,2441.3,2436.9,2441.0,1324042.705
240,2021-06-17 11:40:00,2441.0,2441.0,2436.5,2437.1,1394644.4803
241,2021-06-17 11:45:00,2437.1,2438.7,2430.5,2432.0,1339194.0062
242,2021-06-17 11:50:00,2432.0,2444.9,2431.5,2442.6,2722599.1306
243,2021-06-17 11:55:00,2442.6,2447.6,2440.9,2445.2,3038347.1188
244,2021-06-17 12:00:00,2445.2,2450.9,2442.8,2444.9,5418045.7873
245,2021-06-17 12:05:00,2444.9,2444.9,2438.7,2439.8,1365313.1875
246,2021-06-17 12:10:00,2439.8,2442.8,2439.2,2442.6,1380982.0307
247,2021-06-17 12:15:00,2442.6,2448.6,2442.1,2443.1,2125902.496
248,2021-06-17 12:20:00,2443.1,2444.7,2440.3,2443.9,2090405.445
249,2021-06-17 12:25:00,2443.9,2446.2,2442.4,2442.8,968184.3984
250,2021-06-17 12:30:00,2442.8,2443.5,2437.3,2438.6,4419527.8525
251,2021-06-17 12:35:00,2438.6,2440.6,2432.4,2435.8,3700289.2194
252,2021-06-17 12:40:00,2435.8,2438.1,2433.7,2433.8,906303.2289
253,2021-06-17 12:45:00,2433.8,2436.4,2432.4,2434.7,1150828.143
254,2021-06-17 12:50:00,2434.7,2434.8,2428.1,2432.6,3618434.6795
255,2021-06-17 12:55:00,2432.6,2433.9,2428.7,2430.1,2290571.3212
256,2021-06-17 13:00:00,2430.1,2434.2,2430.1,2434.2,1586283.2494
257,2021-06-17 13:05:00,2434.2,2436.7,2433.6,2435.0,2431761.8559
258,2021-06-17 13:10:00,2435.0,2440.9,2435.0,2439.8,1586990.5978
259,2021-06-17 13:15:00,2439.8,2440.2,2434.2,2434.2,1305983.2432
260,2021-06-17 13:20:00,2434.2,2435.1,2430.4,2430.6,2667113.3934
261,2021-06-17 13:25:00,2430.6,2432.0,2425.9,2431.6,3434440.8914
262,2021-06-17 13:30:00,2431.6,2432.4,2426.1,2426.7,3594006.1783
263,2021-06-17 13:35:00,2426.7,2429.1,2426.0,2428.6,2316448.4967
264,2021-06-17 13:40:00,2428.6,2429.6,2426.1,2426.7,2210174.449
265,2021-06-17 13:45:00,2426.7,2431.1,2421.8,2421.9,6129321.9409
266,2021-06-17 13:50:00,2421.9,2426.2,2421.9,2423.4,1913570.5414
267,2021-06-17 13:55:00,2423.4,2427.5,2422.9,2423.7,2091927.8621
268,2021-06-17 14:00:00,2423.7,2425.1,2413.9,2415.8,9709897.8212
269,2021-06-17 14:05:00,2415.6,2421.6,2415.2,2420.1,3335145.8748
270,2021-06-17 14:10:00,2420.1,2421.8,2395.5,2398.9,13201140.0103
271,2021-06-17 14:15:00,2398.9,2402.4,2389.0,2395.2,10929688.8864
272,2021-06-17 14:20:00,2395.2,2400.9,2393.7,2394.0,10721962.8813
273,2021-06-17 14:25:00,2394.0,2396.8,2382.7,2390.7,9449134.5293
274,2021-06-17 14:30:00,2390.7,2391.7,2384.5,2386.0,5654204.7614
275,2021-06-17 14:35:00,2386.0,2390.0,2383.4,2386.1,4687099.9756
276,2021-06-17 14:40:00,2386.2,2389.9,2380.2,2385.5,5205660.1888
277,2021-06-17 14:45:00,2385.5,2388.9,2376.4,2388.5,8701674.2439
278,2021-06-17 14:50:00,2388.5,2392.9,2386.5,2388.8,5923037.8487
279,2021-06-17 14:55:00,2388.8,2388.9,2383.1,2387.7,3113380.5389
280,2021-06-17 15:00:00,2387.7,2391.9,2380.8,2385.7,12273369.7053
281,2021-06-17 15:05:00,2385.7,2385.9,2381.1,2381.4,2251496.3123
282,2021-06-17 15:10:00,2381.4,2381.4,2373.8,2380.6,4719793.5968
283,2021-06-17 15:15:00,2380.6,2380.8,2371.0,2375.9,4891353.6221
284,2021-06-17 15:20:00,2375.9,2379.5,2367.8,2377.1,10042440.0177
285,2021-06-17 15:25:00,2377.1,2378.9,2373.5,2378.6,2206298.8282
286,2021-06-17 15:30:00,2378.6,2387.7,2378.1,2387.0,4474482.0466
287,2021-06-17 15:35:00,2387.0,2388.4,2384.2,2387.2,3113524.3701
288,2021-06-17 15:40:00,2387.2,2387.6,2380.7,2380.8,2336941.0064
289,2021-06-17 15:45:00,2380.8,2385.0,2380.0,2385.0,2197995.1341
290,2021-06-17 15:50:00,2385.0,2385.7,2379.2,2380.5,2132213.8008
291,2021-06-17 15:55:00,2380.5,2380.5,2373.3,2376.5,3535787.8653
292,2021-06-17 16:00:00,2376.5,2376.8,2363.0,2369.5,9639909.7721
293,2021-06-17 16:05:00,2369.5,2372.8,2365.6,2371.1,4152092.0081
294,2021-06-17 16:10:00,2371.1,2373.4,2369.0,2373.1,6856864.3568
295,2021-06-17 16:15:00,2373.1,2383.3,2373.1,2382.7,12665343.9738
296,2021-06-17 16:20:00,2382.7,2383.3,2378.0,2380.6,6063452.4529
297,2021-06-17 16:25:00,2380.6,2404.3,2380.6,2400.9,21528844.5706
298,2021-06-17 16:30:00,2400.7,2412.0,2400.3,2404.4,18992708.2139
299,2021-06-17 16:35:00,2404.4,2408.5,2402.3,2402.6,3795338.753
300,2021-06-17 16:40:00,2402.6,2403.2,2389.6,2393.6,7018692.8266
301,2021-06-17 16:45:00,2393.6,2398.0,2388.3,2390.4,8047566.858
302,2021-06-17 16:50:00,2390.4,2400.9,2390.0,2398.6,7203580.0454
303,2021-06-17 16:55:00,2398.5,2399.9,2393.9,2398.7,4733041.701
